mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP02471397	MarDB	GCA_000388115.1	PRJNA183610	SAMN02471397	AQGQ00000000	missing	Whole genome sequencing (WGS)	9	missing	missing	3	1	0	0	59.17669518	309	4236172	21565	541	304	171	4	298	2	0	0	0	97.95	1.17	100
MMP02584962	MarDB	GCA_000518805.1	PRJNA204050	SAMN02584962	JAEH00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	24	5	0	1	53.08238666	56	4758780	165375	899	311	185	1	309	1	0	0	0	99.73	0.54	0
MMP02712355	MarDB	GCA_000958645.1	PRJNA242827	SAMN02712355	JMMT01000000	missing	Whole genome sequencing (WGS)	100	25852665	missing	1	2	1	0	45.45402809	43	4955223	454662	80	922	367	0	922	0	0	0	0	100	0	0
MMP02712353	MarDB	GCA_000958655.1	PRJNA242825	SAMN02712353	JMMR01000000	missing	Whole genome sequencing (WGS)	100	25852665	missing	1	13	13	10	45.48782058	91	5150450	268853	80	922	367	2	917	3	0	0	0	99.7	0.09	33.33
MMP03160381	MarDB	GCA_000788325.1	PRJNA264982	SAMN03160381	JSVD00000000	missing	Whole genome sequencing (WGS)	58.0	missing	missing	2	1	1	1	46.65332725	136	4937248	210081	80	922	367	5	914	3	0	0	0	99.38	0.1	0
MMP03160382	MarDB	GCA_000788315.1	PRJNA264981	SAMN03160382	JSWN00000000	missing	Whole genome sequencing (WGS)	65.0	missing	missing	2	1	1	1	46.65390877	143	4936029	235312	80	922	367	4	913	5	0	0	0	99.44	0.27	0
MMP04566108	MarDB	GCA_001596815.1	PRJNA315590	SAMN04566108	LVCN00000000	missing	Whole genome sequencing (WGS)	55.83	missing	missing	2	0	8	4	40.16642718	87	4166508	108041	26	752	296	1	748	3	0	0	0	99.95	0.3	66.67
MMP04566107	MarDB	GCA_001596795.1	PRJNA315588	SAMN04566107	LVCM00000000	missing	Whole genome sequencing (WGS)	36.33	missing	missing	1	0	4	3	40.93738085	65	4406321	165877	26	752	296	8	742	2	0	0	0	99.16	0.34	0
MMP02261504	MarDB	GCA_000464765.1	PRJNA212882	SAMN02261504	AVFV00000000	missing	Whole genome sequencing (WGS)	29.0	missing	missing	39	1	3	3	38.62215899	10	5763322	5468900	79	584	458	0	579	5	0	0	0	100	0.56	40
MMP02261501	MarDB	GCA_000464745.1	PRJNA212886	SAMN02261501	AVFU00000000	missing	Whole genome sequencing (WGS)	27.0	23995927	missing	1	1	0	1	39.29051245	8	5499125	1754733	79	584	458	3	580	1	0	0	0	99.34	0.22	0
MMP02393823	MarDB	GCA_000176215.1	PRJNA40499	SAMN02393823	ACZT00000000	NZ_ACZT00000000	Whole genome sequencing (WGS)	missing	missing	missing	3	8	4	5	46.91305546	28	4008706	300667	67	1130	369	25	1103	1	1	0	0	99.21	0.1	0
MMP02472163	MarDB	GCA_000183765.2	PRJNA53249	SAMN02472163	AEHM00000000	missing	Whole genome sequencing (WGS)	200	21183663	missing	2	10	10	10	43.9992515	88	4205768	221307	36	1200	269	2	1196	2	0	0	0	99.75	0.31	0
MMP02440631	MarDB	GCA_000425505.1	PRJNA188896	SAMN02440631	AUDO00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	0	1	0	34.04158752	36	3631042	257809	81	511	283	2	509	0	0	0	0	99.29	0	0
MMP01816336	MarDB	GCA_000707605.1	PRJNA245882	SAMN01816336	JNUE00000000	missing	Whole genome sequencing (WGS)	39.0	25103764	missing	1	2	1	1	45.16879572	120	5048411	126064	80	922	367	11	905	6	0	0	0	99.15	0.44	16.67
MMP02261512	MarDB	GCA_000464785.1	PRJNA212880	SAMN02261512	AVFW00000000	missing	Whole genome sequencing (WGS)	23.0	missing	missing	17	1	1	3	38.69252368	5	5509944	3157393	79	584	458	1	583	0	0	0	0	99.89	0	0
MMP02948015	MarDB	GCA_001185275.1	PRJNA257165	SAMN02948015	JPTG01000000	missing	Whole genome sequencing (WGS)	50.0	missing	missing	1	8	3	2	45.4559763	724	5673695	21972	80	922	367	10	905	7	0	0	0	98.33	0.88	42.86
MMP02948017	MarDB	GCA_001185395.1	PRJNA257165	SAMN02948017	JPTI01000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	2	1	2	45.55712009	2777	5278817	3253	80	922	367	43	830	48	0	1	0	95.35	7.12	64.81
MMP02470817	MarDB	GCA_000310105.1	PRJNA177043	SAMN02470817	AMYA00000000	missing	Whole genome sequencing (WGS)	38	missing	missing	2	0	1	1	38.89908789	146	4757001	71750	26	752	296	0	750	2	0	0	0	100	0.22	0
MMP00811228	MarDB	GCA_000371065.1	PRJNA173594	SAMN00811228	AQKW00000000	missing	Whole genome sequencing (WGS)	84.0	missing	missing	2	3	3	3	57.2030983	42	3376430	157736	87	1402	225	9	1387	6	0	0	0	99.38	0.71	0
MMP00811224	MarDB	GCA_000371005.1	PRJNA173610	SAMN00811224	AQKT00000000	missing	Whole genome sequencing (WGS)	201.0	missing	missing	1	3	3	3	57.24011961	33	3313862	185244	87	1402	225	8	1388	6	0	0	0	99.5	0.71	0
MMP02393818	MarDB	GCA_000176715.1	PRJNA40489	SAMN02393818	ADBD00000000	NZ_ADBD00000000	Whole genome sequencing (WGS)	missing	missing	missing	3	9	5	6	46.45684566	16	4082592	615635	67	1130	369	1	1126	3	0	0	0	99.86	0.14	0
MMP02440624	MarDB	GCA_000429945.1	PRJNA185576	SAMN02440624	AUCV00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	4	1	1	45.75206475	124	5800572	118543	62	280	168	0	280	0	0	0	0	100	0	0
MMP02470180	MarDB	GCA_000294755.1	PRJNA167764	SAMN02470180	ALEF00000000	missing	Whole genome sequencing (WGS)	545.0	23105070	missing	8	2	1	1	37.41424989	92	3920550	79346	765	274	150	0	273	1	0	0	0	100	0.22	0
MMP02470187	MarDB	GCA_000283255.1	PRJNA167765	SAMN02470187	ALIM00000000	missing	Whole genome sequencing (WGS)	662.0	23012284	missing	8	3	1	1	36.36427005	54	5107190	446113	139	508	174	2	497	8	1	0	0	99.33	1.8	9.09
MMP02470179	MarDB	GCA_000294775.1	PRJNA167766	SAMN02470179	ALEG00000000	missing	Whole genome sequencing (WGS)	400	23105082	missing	3	1	1	1	40.76144648	77	5760615	187680	128	559	183	2	544	9	4	0	0	98.91	5.4	4.76
MMP02471888	MarDB	GCA_000236535.2	PRJNA73567	SAMN02471888	AGQY00000000	missing	Whole genome sequencing (WGS)	200	22328751	missing	1	1	1	1	38.5301803	139	2082270	34588	294	469	262	2	464	2	1	0	0	99.52	1.53	20
MMP02440866	MarDB	GCA_000429545.1	PRJNA185549	SAMN02440866	AUCB00000000	missing	Whole genome sequencing (WGS)	missing	15280287	missing	1	0	1	1	37.61857055	83	4989752	123453	47	571	303	1	568	2	0	0	0	99.67	0.5	0
MMP02440658	MarDB	GCA_000423405.1	PRJNA185643	SAMN02440658	AUHX00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	0	3	0	35.1025001	59	3205559	338206	33	496	263	1	495	0	0	0	0	99.62	0	0
MMP02472140	MarDB	GCA_000388175.3	PRJNA196952	SAMN02472140	ARPM00000000	missing	Whole genome sequencing (WGS)	4332.0	missing	missing	1	0	1	1	36.08683935	203	1402637	10884	2921	152	93	13	139	0	0	0	0	88.71	0	0
MMP02231461	MarDB	GCA_000690155.1	PRJNA202130	SAMN02231461	JGXF00000000	missing	Whole genome sequencing (WGS)	78	missing	missing	1	0	3	0	68.19275375	159	5157898	74830	193	427	214	0	425	2	0	0	0	100	0.18	0
MMP02208947	MarDB	GCA_000468575.1	PRJNA208989	SAMN02208947	ATLG00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	2	0	0	0	34.63608176	42	4613606	283216	47	571	303	1	566	4	0	0	0	99.67	1.04	0
MMP02208948	MarDB	GCA_000468595.1	PRJNA209291	SAMN02208948	ATLH00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	0	1	1	34.57073334	41	4486478	291300	47	571	303	1	568	2	0	0	0	99.67	0.38	0
MMP02208949	MarDB	GCA_000468615.2	PRJNA209292	SAMN02208949	ATLI00000000	missing	Whole genome sequencing (WGS)	96.0	missing	missing	43	0	4	4	34.68100507	1	4635106	4635106	47	571	303	1	567	3	0	0	0	99.67	0.71	0
MMP02948012	MarDB	GCA_001185295.1	PRJNA257165	SAMN02948012	JPTD01000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	2	1	1	45.7884267	5273	5312504	1476	80	922	367	81	759	80	1	1	0	91.39	9.49	60.67
MMP00811229	MarDB	GCA_000367105.1	PRJNA173609	SAMN00811229	AQNS00000000	missing	Whole genome sequencing (WGS)	220.0	missing	missing	1	3	3	3	57.20477679	34	3373728	261141	87	1402	225	10	1386	6	0	0	0	99.05	0.71	0
MMP02440888	MarDB	GCA_000428525.1	PRJNA182408	SAMN02440888	AUAC00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	1	1	1	48.37646078	10	3208824	892857	26	529	308	2	527	0	0	0	0	99.35	0	0
MMP02440685	MarDB	GCA_000422345.1	PRJNA188866	SAMN02440685	AULP00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	4	1	2	2	55.11922136	21	3435543	265760	263	507	232	0	507	0	0	0	0	100	0	0
MMP02436257	MarDB	GCA_000323045.1	PRJNA86347	SAMN02436257	ANQE00000000	missing	Whole genome sequencing (WGS)	55.32	missing	missing	2	2	5	2	35.48609001	42	2086055	84284	240	524	282	0	523	1	0	0	0	100	0.18	0
MMP01942309	MarDB	GCA_000748225.1	PRJNA159379	SAMN01942309	JRDU00000000	missing	Whole genome sequencing (WGS)	78	missing	missing	1	3	1	1	52.13208853	64	4727830	222970	119	1168	340	0	1163	5	0	0	0	100	0.22	0
MMP02440473	MarDB	GCA_000378625.1	PRJNA182419	SAMN02440473	ARKQ00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	3	1	0	38.84484558	38	5484376	352406	52	693	297	0	686	7	0	0	0	100	1.01	0
MMP02440493	MarDB	GCA_000381965.1	PRJNA185294	SAMN02440493	ARMW00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	3	6	1	0	56.17475752	27	3282721	233562	899	312	185	0	311	1	0	0	0	100	0.09	0
MMP03002114	MarDB	GCA_000754645.1	PRJNA196252	SAMN03002114	JQHW00000000	missing	Whole genome sequencing (WGS)	214.0	missing	missing	1	2	2	1	50.09936896	152	4662926	54791	77	946	363	13	925	8	0	0	0	98.61	0.98	25
MMP2272264	MarDB	GCA_000470315.1	PRJEB4247	SAMEA2272264	CBRF00000000	missing	Whole genome sequencing (WGS)	1000	missing	missing	4	2	1	1	36.67001012	461	3932067	25984	899	312	185	67	236	9	0	0	0	81.44	1.85	33.33
MMP02725841	MarDB	GCA_000698495.1	PRJNA244371	SAMN02725841	JJOB00000000	missing	Whole genome sequencing (WGS)	57.67	24994793	missing	86	6	6	6	71.90525115	3	7444862	7003153	49	577	284	2	573	2	0	0	0	99.84	0.1	0
MMP02948014	MarDB	GCA_001185265.1	PRJNA257165	SAMN02948014	JPTF01000000	missing	Whole genome sequencing (WGS)	50.0	missing	missing	2	4	1	1	45.60217158	552	5485049	19434	80	922	367	14	901	7	0	0	0	99.17	0.72	57.14
MMP03956446	MarDB	GCA_001601995.1	PRJNA273857	SAMN03956446	LRBK00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	12	0	4	4	35.69880879	12	2031136	382616	294	472	265	0	472	0	0	0	0	100	0	0
MMP03322817	MarDB	GCA_001601885.1	PRJNA273857	SAMN03322817	LIXR00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	11	0	0	0	35.53106554	14	1999274	307812	294	472	265	0	472	0	0	0	0	100	0	0
MMP03856836	MarDB	GCA_001601895.1	PRJNA273857	SAMN03856836	LHAD00000000	missing	Whole genome sequencing (WGS)	50.0	missing	missing	4	0	4	0	35.5430041	12	2020483	378195	294	472	265	0	472	0	0	0	0	100	0	0
MMP03299889	MarDB	GCA_001601935.1	PRJNA273857	SAMN03299889	LJCT00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	0	0	0	35.4890137	23	2012235	215435	294	472	265	0	472	0	0	0	0	100	0	0
MMP03956445	MarDB	GCA_001601965.1	PRJNA273857	SAMN03956445	LRBI00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	12	0	3	0	35.58532865	12	2012631	378547	294	472	265	3	469	0	0	0	0	99.31	0	0
MMP03299890	MarDB	GCA_001601975.1	PRJNA273857	SAMN03299890	LRBJ00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	12	0	4	0	35.61244307	12	2016417	379184	294	472	265	1	471	0	0	0	0	99.99	0	0
MMP03290694	MarDB	GCA_001038485.1	PRJNA273346	SAMN03290694	LDUE01000000	missing	Whole genome sequencing (WGS)	145.0	missing	missing	8	8	1	3	36.96455408	70	3979838	108600	765	274	151	1	271	2	0	0	0	99.34	0.88	0
MMP04296881	MarDB	GCA_001559595.1	PRJNA304247	SAMN04296881	LNTY00000000	missing	Whole genome sequencing (WGS)	21.0	missing	missing	4	4	1	1	48.33546862	72	5502000	215839	899	312	185	6	303	3	0	0	0	98.06	0.8	0
MMP3528422	MarDB	GCA_001458175.1	PRJEB10692	SAMEA3528422	CYPW01000000	missing	Whole genome sequencing (WGS)	19	missing	missing	1	1	1	1	57.30830164	45	4001861	325104	56	582	313	12	567	3	0	0	0	97.71	0.8	0
MMP02441210	MarDB	GCA_000429145.1	PRJNA185524	SAMN02441210	AUBH00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	4	4	0	0	48.43801535	22	3783841	325861	52	693	297	1	686	6	0	0	0	99.66	1.06	0
MMP02441504	MarDB	GCA_000423065.1	PRJNA185622	SAMN02441504	AUHG00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	2	0	1	1	36.89915209	18	3513827	927778	33	496	263	1	495	0	0	0	0	99.62	0	0
MMP00993455	MarDB	GCA_000310665.1	PRJNA86331	SAMN00993455	ANEH00000000	missing	Whole genome sequencing (WGS)	42.1	missing	missing	2	2	3	0	35.44574537	25	2024464	131150	240	522	282	0	522	0	0	0	0	100	0	0
MMP02436213	MarDB	GCA_000322525.1	PRJNA86333	SAMN02436213	ANQM00000000	missing	Whole genome sequencing (WGS)	56.01	missing	missing	2	2	4	0	35.35641599	22	2069549	132376	240	522	282	0	522	0	0	0	0	100	0	0
MMP02469869	MarDB	GCA_000342505.1	PRJNA170161	SAMN02469869	ALWR00000000	missing	Whole genome sequencing (WGS)	71.6	missing	missing	5	0	0	0	35.39069394	5	2046539	1167028	294	472	265	0	472	0	0	0	0	100	0	0
MMP02469868	MarDB	GCA_000343855.1	PRJNA170160	SAMN02469868	ALYM00000000	missing	Whole genome sequencing (WGS)	65.3	missing	missing	8	0	0	0	35.40516745	12	2176237	533423	294	472	265	0	472	0	0	0	0	100	0	0
MMP03002133	MarDB	GCA_000760625.1	PRJNA196308	SAMN03002133	JQHX00000000	missing	Whole genome sequencing (WGS)	67	missing	missing	4	2	3	1	50.0124281	84	4992718	92236	77	946	363	31	863	52	0	0	0	95.78	6.83	86.54
MMP02231460	MarDB	GCA_000690175.1	PRJNA202129	SAMN02231460	JGXE00000000	missing	Whole genome sequencing (WGS)	79	missing	missing	3	0	2	0	68.21086881	182	5157767	62897	193	427	214	0	425	2	0	0	0	100	0.18	0
MMP03652539	MarDB	GCA_001029395.1	PRJNA283549	SAMN03652539	LCYF01000000	missing	Whole genome sequencing (WGS)	96.0	missing	missing	8	5	1	1	38.1813915	40	4218611	293735	80	920	366	1	919	0	0	0	0	99.93	0	0
MMP02948023	MarDB	GCA_001185575.1	PRJNA257174	SAMN02948023	JPTM01000000	missing	Whole genome sequencing (WGS)	50.0	missing	missing	1	1	2	1	45.00857511	921	5623836	13658	80	922	367	12	901	9	0	0	0	98.16	1.12	44.44
MMP02947394	MarDB	GCA_000814765.1	PRJNA257109	SAMN02947394	JWIC00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	25	14	12	15	42.18282384	10	6070358	975393	26	752	296	0	750	2	0	0	0	100	0.51	50
MMP02470510	MarDB	GCA_000287135.1	PRJNA164847	SAMN02470510	AJYV00000000	missing	Whole genome sequencing (WGS)	76	22955834	missing	6	2	1	1	44.5735163	227	4043227	61898	77	946	363	2	934	10	0	0	0	99.93	1.28	10
MMP02471905	MarDB	GCA_000252125.2	PRJNA73123	SAMN02471905	AHKF00000000	missing	Whole genome sequencing (WGS)	787	missing	missing	2	0	1	1	34.37280843	52	3934102	257011	81	511	283	2	509	0	0	0	0	99.29	0	0
MMP02440427	MarDB	GCA_000373485.1	PRJNA169739	SAMN02440427	ARDZ00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	2	3	4	47.43246509	18	4104989	676505	263	503	231	0	498	5	0	0	0	100	2.16	0
MMP02436251	MarDB	GCA_000322545.1	PRJNA86335	SAMN02436251	ANQL00000000	missing	Whole genome sequencing (WGS)	57.51	missing	missing	2	2	4	0	35.37330456	19	2014817	142092	240	522	282	0	522	0	0	0	0	100	0	0
MMP02436191	MarDB	GCA_000322985.1	PRJNA86337	SAMN02436191	ANQK00000000	missing	Whole genome sequencing (WGS)	58.48	missing	missing	1	2	5	0	35.46408784	18	1968443	229913	240	522	282	0	522	0	0	0	0	100	0	0
MMP02471161	MarDB	GCA_000300275.1	PRJNA161547	SAMN02471161	AMRN00000000	missing	Whole genome sequencing (WGS)	117	23209215	missing	2	1	1	0	55.19045567	28	4380233	352116	63	336	201	0	336	0	0	0	0	100	0	0
MMP02469968	MarDB	GCA_000265055.1	PRJNA165171	SAMN02469968	AJXZ00000000	missing	Whole genome sequencing (WGS)	58	23105054	missing	2	0	1	2	61.29820871	95	4592791	90417	238	511	244	9	500	2	0	0	0	98.45	0.45	0
MMP02470443	MarDB	GCA_000272105.1	PRJNA167010	SAMN02470443	AJZD00000000	missing	Whole genome sequencing (WGS)	84	18497299	missing	1	1	0	1	44.33499766	370	5369125	42204	71	1066	378	3	1057	6	0	0	0	99.71	0.93	0
MMP02470512	MarDB	GCA_000280885.1	PRJNA169653	SAMN02470512	AKXW00000000	missing	Whole genome sequencing (WGS)	42	missing	missing	2	1	2	1	45.09155211	170	4145782	76006	80	922	367	24	895	2	1	0	0	95.7	0.5	0
MMP02440491	MarDB	GCA_000381785.1	PRJNA185228	SAMN02440491	ARMN00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	1	5	2	1	47.44445687	22	3799526	572840	43	529	233	2	527	0	0	0	0	99.14	0	0
MMP02597429	MarDB	GCA_000511875.1	PRJNA224088	SAMN02597429	AZIN00000000	missing	Whole genome sequencing (WGS)	161.0	24482511	missing	5	1	1	1	50.02245659	4	2605027	1787856	356	451	270	3	447	0	1	0	0	99.07	0.37	33.33
MMP02742160	MarDB	GCA_000698455.1	PRJNA246036	SAMN02742160	JNCU00000000	missing	Whole genome sequencing (WGS)	35.0	missing	missing	1	4	2	2	61.73304122	349	7430811	133054	120	572	265	27	530	15	0	0	0	95.29	2.7	0
MMP04221293	MarDB	GCA_001456025.1	PRJNA300404	SAMN04221293	LMTZ01000000	missing	Whole genome sequencing (WGS)	500.0	missing	missing	1	0	2	2	37.28213304	172	12700240	109642	82	579	450	5	357	212	3	2	0	99.04	41.11	89.7
MMP02737000	MarDB	GCA_000714765.1	PRJNA245370	SAMN02737000	JMIV00000000	missing	Whole genome sequencing (WGS)	780.0	missing	missing	12	1	1	1	61.76720424	7	3263325	797565	26	569	293	3	564	2	0	0	0	99.54	0.51	0
MMP03114893	MarDB	GCA_000772915.1	PRJNA264154	SAMN03114893	JSAP00000000	missing	Whole genome sequencing (WGS)	21.0	missing	missing	1	0	1	1	39.60437632	105	1659204	35632	294	472	265	6	447	18	1	0	0	98.48	4.28	85.71
MMP03339753	MarDB	GCA_001012815.1	PRJNA275160	SAMN03339753	JYJP01000000	missing	Whole genome sequencing (WGS)	23.0	26021481	missing	1	1	1	1	45.06338585	147	4811406	88203	71	1067	378	33	1014	20	0	0	0	96.54	2.26	0
MMP02440615	MarDB	GCA_000429365.1	PRJNA185538	SAMN02440615	AUBS00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	2	4	0	2	63.55992172	87	4728487	127211	56	582	313	1	578	3	0	0	0	99.89	0.72	0
MMP02261502	MarDB	GCA_000464805.1	PRJNA212884	SAMN02261502	AVFX00000000	missing	Whole genome sequencing (WGS)	41.0	missing	missing	39	1	0	2	39.02375756	3	5574395	5502793	79	584	458	1	582	1	0	0	0	99.78	0.22	0
MMP02470743	MarDB	GCA_000372645.1	PRJNA188693	SAMN02470743	APMP00000000	missing	Whole genome sequencing (WGS)	194	23792749	missing	1	0	0	0	67.97135045	16	3449827	299761	26	529	308	3	520	6	0	0	0	99.03	1.95	0
MMP02597788	MarDB	GCA_000612545.1	PRJNA236535	SAMN02597788	JDUZ00000000	missing	Whole genome sequencing (WGS)	30.0	24926046	missing	2	1	1	1	71.60294409	27	7479794	695841	49	577	284	1	572	4	0	0	0	99.93	0.52	0
MMP02997978	MarDB	GCA_000743715.1	PRJNA257272	SAMN02997978	JQEY00000000	missing	Whole genome sequencing (WGS)	12.0	25278539	missing	1	1	1	1	67.67989577	33	3849772	200895	67	617	330	6	605	6	0	0	0	98.79	0.34	0
MMP02781335	MarDB	GCA_001270805.1	PRJNA233509	SAMN02781335	LFUK01000000	missing	Whole genome sequencing (WGS)	49.0	missing	missing	23	6	9	6	45.26815984	20	5338347	582970	80	922	367	5	915	2	0	0	0	99.55	0.36	0
MMP02781341	MarDB	GCA_001270835.1	PRJNA233509	SAMN02781341	LFUL01000000	missing	Whole genome sequencing (WGS)	42.0	missing	missing	4	8	2	1	45.25491777	94	5096625	175000	80	922	367	4	917	1	0	0	0	99.29	0.14	100
MMP04332635	MarDB	GCA_001601315.1	PRJNA305774	SAMN04332635	LPZR00000000	missing	Whole genome sequencing (WGS)	100	missing	missing	3	0	0	2	68.35571816	233	6237782	50229	63	336	201	1	334	1	0	0	0	99.5	0.25	0
MMP04332633	MarDB	GCA_001618165.1	PRJNA305772	SAMN04332633	LPXL00000000	missing	Whole genome sequencing (WGS)	100	missing	missing	5	0	0	1	54.73350525	62	4790827	140076	63	336	201	0	336	0	0	0	0	100	0	0
MMP04332634	MarDB	GCA_001618195.1	PRJNA305773	SAMN04332634	LPXM00000000	missing	Whole genome sequencing (WGS)	100	missing	missing	3	0	0	2	54.73517965	72	4786208	140068	63	336	201	0	336	0	0	0	0	100	0	0
MMP04423148	MarDB	GCA_001592945.1	PRJNA309617	SAMN04423148	LRPB00000000	missing	Whole genome sequencing (WGS)	148.161	missing	missing	7	0	1	1	39.29923828	49	4160331	373925	47	454	336	3	449	2	0	0	0	99.35	0.6	0
MMP03702592	MarDB	GCA_001029455.1	PRJNA242743	SAMN03702592	LDOU01000000	missing	Whole genome sequencing (WGS)	225.0	missing	missing	2	1	1	1	50.46195258	120	5536933	301012	80	922	367	5	904	13	0	0	0	98.84	1.19	7.69
MMP02470933	MarDB	GCA_000264395.1	PRJNA104945	SAMN02470933	AJRJ00000000	missing	Whole genome sequencing (WGS)	245.0	22843588	missing	2	0	0	0	43.09878888	91	4114047	88496	93	711	241	4	706	1	0	0	0	99.02	0.41	0
MMP03418100	MarDB	GCA_000987775.1	PRJNA278369	SAMN03418100	LAHO01000000	missing	Whole genome sequencing (WGS)	812.0	26044431	missing	4	0	1	1	49.70393028	44	4127745	187051	52	693	297	2	689	2	0	0	0	99.33	0.22	0
MMP3393043.1	MarDB	GCA_001258055.1	PRJEB9394	SAMEA3393043	CVRM01000000	missing	Whole genome sequencing (WGS)	61	missing	missing	1	1	1	1	59.94729807	37	4049568	291887	32	625	283	2	623	0	0	0	0	99.77	0	0
MMP3393043.2	MarDB	GCA_001404195.1	PRJEB9394	SAMEA3393043	CVQZ01000000	missing	Whole genome sequencing (WGS)	61	missing	missing	7	1	1	1	59.94729807	37	4049568	291887	32	625	283	2	623	0	0	0	0	99.77	0	0
MMP02441803	MarDB	GCA_000173095.1	PRJNA28049	SAMN02441803	ABVV00000000	NZ_ABVV00000000	Whole genome sequencing (WGS)	missing	missing	missing	14	2	2	2	35.70636122	17	1905485	371257	525	208	136	14	194	0	0	0	0	91.18	0	0
MMP02441804	MarDB	GCA_000173115.1	PRJNA28051	SAMN02441804	ABVW00000000	NZ_ABVW00000000	Whole genome sequencing (WGS)	missing	missing	missing	9	0	1	1	38.70673316	21	1515249	102182	47	571	303	164	404	3	0	0	0	72.67	0.18	33.33
MMP02471747	MarDB	GCA_000294595.1	PRJNA170988	SAMN02471747	ALPM00000000	missing	Whole genome sequencing (WGS)	480.0	23105071	missing	3	3	6	6	63.31693913	126	3542309	48378	39	457	218	3	451	3	0	0	0	99.39	1.03	33.33
MMP04332628	MarDB	GCA_001613795.1	PRJNA305767	SAMN04332628	LPVZ00000000	missing	Whole genome sequencing (WGS)	100	missing	missing	5	1	1	1	54.67185998	24	4310158	380222	63	336	201	0	336	0	0	0	0	100	0	0
MMP02471399	MarDB	GCA_000259095.1	PRJNA49053	SAMN02471399	AJKJ00000000	GCF_000259095.1	Whole genome sequencing (WGS)	30	22965089	missing	3	1	1	1	64.23001273	180	4598616	53482	46	654	332	2	649	3	0	0	0	99.6	0.6	0
MMP02441142	MarDB	GCA_000422365.1	PRJNA188867	SAMN02441142	AULQ00000000	missing	Whole genome sequencing (WGS)	missing	missing	missing	2	0	2	2	31.40226943	21	2966207	338188	47	571	303	1	570	0	0	0	0	99.67	0	0
MMP02469604	MarDB	GCA_000259935.1	PRJNA78833	SAMN02469604	AHHQ00000000	missing	Whole genome sequencing (WGS)	18	22461546	missing	1	3	3	2	45.00692719	563	5619887	24278	80	922	367	37	884	1	0	0	0	95.97	0.04	0
MMP00811227	MarDB	GCA_000367125.1	PRJNA173611	SAMN00811227	AQNR00000000	missing	Whole genome sequencing (WGS)	188.0	missing	missing	3	3	3	3	57.20993092	49	3314901	130729	87	1399	225	8	1387	4	0	0	0	99.5	0.63	0
